step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest
-0.15641068583665044,1,-0.27588389676699276,-0.33798533096685573,-0.23774207774515826,-0.17546921423966758,-0.19407757874668247
-0.5868170378662155,1,-0.2563651399035234,-0.33798533096685573,-0.23774207774515826,-0.16585211931898647,-0.17954944540636572
-1.3959809796817977,0,-0.22565774183463533,-0.33631518181241893,-0.162624446609988,-0.02974958333842127,-0.13109848191201154
0.11331062810187699,0,-0.23394597863548497,0.7480939815889085,1.050066656566928,-0.13808873550068343,-0.22333410192392192
-0.32283447528808223,1,-0.3174821721480503,-0.33611644634110943,-0.23774207774515826,0.04334395597334138,-0.01557057089378436
0.400248196121587,1,-0.3039895740938545,-0.33109302062756457,-0.23774207774515826,-0.1327086482868789,-0.1654471708293555
0.3772931906800102,0,-0.3101588907536166,-0.33060919836108954,-0.20447774840359417,-0.20098590996034046,-0.25453062612070443
-0.030158155907978025,1,-0.218064485321357,-0.27895503238063407,-0.23774207774515826,0.4560791513616972,0.3768221109240653
0.6814470127809028,1,-0.30439836914417845,-0.3209251207187432,-0.23774207774515826,-0.22292898651932994,-0.24454578128894422
-0.17362693991783304,3,-0.3524087085234755,-0.3269344056457641,-0.22618989277191498,-0.22292898651932994,-0.2600433311162927
-0.17362693991783304,4,-0.3289708668851726,-0.3253013860341228,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-1.34433221743825,4,-0.22155703850182767,-0.2706591164802537,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-1.430413487844163,1,-0.15935491984867062,-0.33798533096685573,-0.23774207774515826,-0.018171027206372595,-0.01991454428504648
-0.34578948072965904,3,-0.3458203097483107,-0.2791674097815559,-0.17632639867975092,-0.22292898651932994,-0.2600433311162927
2.552279956269412,4,6.169281965602569,8.726632247840513,6.213319499382541,-0.22292898651932994,-0.2600433311162927
0.11331062810187699,1,-0.2764708726560159,-0.33798533096685573,-0.23774207774515826,0.2856643885666676,0.20937288956772965
-1.2582509470323369,1,1.0137692223896868,0.35776118610598023,-0.23774207774515826,-0.1801359764485702,0.20555438348952015
-0.7532408273176473,1,-0.3212853268527627,-0.33798533096685573,-0.23774207774515826,0.6651207374085977,0.5274854568774594
0.2223469039493668,3,-0.3525784287893102,-0.3341366542545255,-0.23417865263190804,-0.22292898651932994,-0.2600433311162927
-0.9081871140482907,1,0.8517104521220428,0.2753205996208772,-0.23774207774515826,0.1662886745787765,0.4580515120137122
0.2453019093909436,1,-0.3516599510865638,-0.33798533096685573,-0.23774207774515826,0.1737910111721143,0.08791174859269339
-1.3959809796817977,4,-0.29254363232092173,-0.3213017587656905,-0.23774207774515826,0.7850116916118112,0.64142442784596
1.8521522903013197,4,-0.12357412654139384,-0.2208144291844304,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
1.662773495408311,4,0.617995600360497,0.15642799406994132,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
1.3586196733074185,1,0.65325965292758,0.17436709832619682,-0.23774207774515826,-0.15913156302311,0.11108474784930106
-1.3959809796817977,1,-0.21526460974363001,-0.33798533096685573,-0.23774207774515826,0.3136165534323722,0.25299985177737494
0.5035457206086826,1,-0.00794433174021051,-0.16199263211156376,-0.23774207774515826,0.8802651607289685,0.8138924159446332
2.236648631447731,1,0.35815992036145516,0.024247515262782352,-0.23774207774515826,-0.1352384379675811,0.03961971483896903
-0.40891574569399525,1,-0.22558189674543327,-0.3326672681118976,-0.23774207774515826,-0.22292898651932994,-0.21987284010523622
-0.8393220977235603,3,-0.34941949093498226,-0.3316485202668507,-0.23318941129014012,-0.22292898651932994,-0.2600433311162927
-0.7302858218760705,1,-0.04519044799603224,-0.3349473386146068,-0.23774207774515826,-0.07268027619556877,-0.03188857465282571
-0.31135697256729383,3,-0.3521474940440734,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.8852321086067139,3,-0.3499292518656425,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.7130695677948878,4,-0.2593989369484204,-0.28990959145605744,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-1.4189359851233745,0,-0.30006900855569,0.543648189683356,0.7827798950691142,-0.1909185353812438,-0.24887713488813534
-0.44908700521675465,3,-0.35284036734241164,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.07887811993951178,3,-0.34179480570924364,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.49206821788789423,3,-0.3497364069037365,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.6871857641412971,0,-0.21222864047763518,-0.3363224822855756,-0.1549631899090832,0.2581700107421088,0.11671613606740797
-0.6212495460285807,1,-0.0845923403965531,-0.27776624987897414,-0.23774207774515826,-0.002150832364088617,0.15440790388011918
0.13052688218305958,3,-0.3500550580400944,-0.29663644652644294,-0.19351972218741503,-0.22292898651932994,-0.2600433311162927
-1.5337110123312585,3,-0.33706780471931186,-0.3259461870520997,-0.23384175392092332,-0.22292898651932994,-0.2600433311162927
0.400248196121587,1,3.1282786261374222,1.433428952098112,-0.23774207774515826,-0.18049394189485427,0.8671733169268598
-1.2812059524739137,1,-0.08786703871815378,-0.20264994936663727,-0.23774207774515826,-0.22292898651932994,-0.1767621744179977
0.428941952923558,3,-0.3531392923628542,-0.33631053605677375,-0.23629887328826463,-0.22292898651932994,-0.2600433311162927
-0.30561822120689963,1,-0.20357625331473025,-0.2938646991118215,-0.23774207774515826,-0.06806733244912916,-0.07743238730228777
1.6111247331647633,3,-0.35389360755464677,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.018680653187189623,1,0.7610541875202663,0.22920303615932533,-0.23774207774515826,-0.20937388675535695,0.10085152794806106
0.2051306498681842,3,-0.3488821043095796,-0.3243185133778473,-0.22526719890973745,-0.22292898651932994,-0.2600433311162927
-1.0229621412561747,4,0.49401896445112853,0.09336009248128507,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-1.4189359851233745,4,-0.326396230413411,-0.33798533096685573,-0.23774207774515826,-0.11488394505732573,-0.21633880415227452
0.08461687129990599,3,-0.3464481664470035,-0.3179969673035335,-0.21956028033573044,-0.22292898651932994,-0.2600433311162927
0.3600769365988276,1,-0.18629593441503361,-0.24383029242903725,-0.22776024639067508,4.559211103426557,3.9782738119859604
-0.15641068583665044,1,-0.3236928066709762,-0.33798533096685573,-0.23774207774515826,-0.21185634586401655,-0.24089378907883244
-0.28266321576532283,0,-0.14053881454007283,-0.3151640518790497,-0.09026687619567497,0.8850892700278743,0.6430219750839681
0.6699695100601144,3,-0.34803777566755045,-0.33430954273246344,-0.23696594629660483,-0.22292898651932994,-0.2600433311162927
1.7029447549310706,4,0.4749092309495098,0.08363881892820538,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.6871857641412971,4,-0.3079929058220764,-0.31462973024871177,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.10183312538108859,0,-0.2029506210226271,2.3049614219448396,2.8156036827746416,0.7639654300100249,0.5565388116125438
0.6240594991769608,1,-0.19180755732114368,-0.3363121952552185,-0.23774207774515826,-0.22292898651932994,-0.20930002119095867
0.6814470127809028,4,-0.3275770967691259,-0.3245923640811453,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.8622771031651371,1,-0.2972654473776019,-0.33798533096685573,-0.23774207774515826,5.459317119449285,4.731406145761991
-1.3787647256006152,3,-0.3523690149337452,-0.33750349973851435,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.28266321576532283,4,0.3075238157747669,-0.3324492494362638,-0.23774207774515826,-0.21901634300533002,-0.049563083537244146
-1.5394497636916529,3,-0.34667354906307135,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.2682569148325204,1,-0.28551213305773504,-0.33310293712111055,-0.23774207774515826,-0.18262968729958792,-0.20335925407354535
-0.7188083191552821,3,-0.3532346939651231,-0.2746819990740869,-0.1670563940072528,-0.22292898651932994,-0.2600433311162927
-0.7015920650740994,1,-0.3292228314861462,-0.33585624752261445,-0.23774207774515826,-0.14507957390539228,-0.18417464208316808
-0.012941901826795424,0,-0.22040112985758498,1.3199092459107318,1.69975728292693,0.049220570936066806,-0.06362076818227025
2.60392871851296,4,4.706807509944135,2.2364391609857868,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.9626458294402187,1,1.3427569282885814,0.5251198509650367,-0.23774207774515826,0.2697391301547218,0.7023212283583561
-0.47204201065833146,1,-0.310885338892767,-0.3312871468455947,-0.23774207774515826,-0.19706019268225702,-0.2239333031288998
0.14774313626424218,0,-0.1392489979237702,0.4149292899545847,0.7301175361051991,0.3148996159989547,0.14352628804723752
-0.12197817767428523,1,-0.34813836972625745,-0.2896173734259766,-0.18673431197949722,1.3133728569478083,1.0864999713604253
1.6168634845251575,1,-0.23961603669481946,-0.27984587261757893,-0.23774207774515826,0.4153096982158331,0.33438969575747773
-1.3672872228798267,3,-0.3490222614942873,-0.33112620459645864,-0.23282988800077814,-0.22292898651932994,-0.2600433311162927
0.07313936857911758,0,-0.15689859441009543,-0.3005043699407317,-0.08315219697157182,-0.19350189623336814,-0.2600433311162927
0.2453019093909436,1,-0.3312114770700431,-0.33798533096685573,-0.23774207774515826,-0.14850064715595981,-0.18779166848427808
0.13052688218305958,1,-0.3172593009587772,-0.2813164036071336,-0.19505038127585905,-0.2079173308601522,-0.235431973701076
1.2151508892975635,4,0.41394030765400963,0.05262344231177656,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.32857322664847644,0,-0.2538303144388488,2.3303071814214498,2.815000657477723,-0.17073296558122397,-0.24568322683593719
-0.6155107946681865,0,-0.2621345395697607,3.294159523411043,3.8923381063273643,-0.09639688677249536,-0.1780166368848669
-0.16788818855743884,1,-0.29229709501109946,-0.3294269365093173,-0.23774207774515826,-0.1625109817309025,-0.18787316211890082
1.0487270998461318,4,0.5954683368461133,0.14496819579451872,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
1.0142945916837665,4,-0.28706489279785696,-0.30398348342828285,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
1.3356646678658417,1,-0.35298409271012376,-0.2661274207729713,-0.15759561716127513,0.0024062912622177853,-0.06251728784587869
-1.573882271854018,1,-0.24779638651447755,-0.337805805695139,-0.23774207774515826,0.09493426316919369,0.0025519569454542103
2.253864885528914,4,0.6485354177687158,0.17196384229415923,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.49206821788789423,3,-0.32829134654955877,-0.33716568693517307,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
2.431766177701134,4,0.08675234238173973,-0.33798533096685573,-0.23774207774515826,0.5688747283720893,0.5709738117041918
0.18217564442660739,4,-0.14321092698740395,-0.23080382588777698,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.12478813082266539,3,-0.35121840964011064,-0.3344024578453667,-0.2352537764708488,-0.22292898651932994,-0.2600433311162927
-1.3845034769610094,4,-0.2731540215033819,-0.28597478907085966,-0.2254690021019187,-0.11902460957445263,-0.1438165633764779
-1.5853597745748065,1,-0.3205132751169312,-0.33798533096685573,-0.23774207774515826,2.3117601525952987,1.9409665991959375
0.3772931906800102,1,-0.2519329934656707,-0.33798533096685573,-0.23774207774515826,0.5026961674388569,0.40702408931970196
-0.0014643991060070234,3,-0.3474717457303144,-0.3359899789172574,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.8076995427095752,0,-0.292778153921248,-0.2280812040207063,-0.07944724250996803,0.14154826276224217,0.03985157390872875
2.3342074045744328,0,-0.3194997611103587,-0.16754217969673288,-0.026743296493784815,0.41335577471534235,0.28613204174797785
2.305513647772462,0,-0.3332306315971067,-0.3361529122045271,-0.22387789407411204,-0.14847763042568712,-0.20134723038954538
-0.28840196712571703,3,-0.343415165230857,-0.30339834386798054,-0.20490313369215443,-0.22292898651932994,-0.2600433311162927
1.0142945916837665,1,-0.28706489279785696,-0.30398348342828285,-0.23774207774515826,-0.19556637749258798,-0.21516893104895682
0.6068432450957782,1,-0.32277459641887546,-0.3221492939232286,-0.23774207774515826,-0.21371746290322843,-0.24223540570841837
-0.5696007837850329,4,-0.23693000376754017,-0.27847946628561987,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.14493318311586204,4,5.081216378567903,2.4269039328928574,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.34005072936926484,3,-0.3226586533023813,-0.33778158139784636,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.5638620324246387,3,-0.35308938998628275,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.5753395351454271,0,-0.23665952636333656,2.890132931772396,3.453301911633923,0.6017978537550731,0.42514446485136076
2.580973713071383,4,-0.2934112813546165,-0.3072119418067929,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.2510406607513378,0,-0.2603650078197243,1.7128368419309479,2.1180583775133632,-0.006012685564408599,-0.09945650560161164
-0.46056450793754306,1,-0.05579125225181243,-0.33798533096685573,-0.23774207774515826,0.016067462552169624,0.04247457727030621
-0.20805944808019824,4,-0.28763229260425377,-0.33798533096685573,-0.23774207774515826,0.014496583542198847,-0.03147663033339808
1.203673386576775,4,-0.1602048062455806,-0.23944874754420659,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.3543381852384334,1,-0.2799226102586817,-0.33798533096685573,-0.23774207774515826,0.001439726233892171,-0.0404919484080988
0.6929245155016912,0,-0.21913934989677308,0.09279473056644354,0.32284349263008366,0.3508792656454934,0.20002869521917666
-1.573882271854018,3,-0.34253777707974764,-0.3205335498857936,-0.22464125472492516,-0.22292898651932994,-0.2600433311162927
-0.9081871140482907,4,-0.07566947582944454,-0.19644495202787315,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.4232032015631638,3,-0.3453751022710558,-0.3332649113916792,-0.2373138499482328,-0.22292898651932994,-0.2600433311162927
-0.8852321086067139,1,-0.200220660957592,-0.33798533096685573,-0.23774207774515826,-0.1493847452880348,-0.14755977544607238
-1.5337110123312585,1,0.9340023086744436,0.31718312212381633,-0.23774207774515826,-0.2193055405458521,0.1462984561258714
-1.5279722609708644,3,-0.3431069903319859,-0.2753622073868738,-0.173604035655024,-0.22292898651932994,-0.2600433311162927
0.12478813082266539,1,-0.3252947642835297,-0.3377311417651274,-0.23774207774515826,0.4887496852770061,0.371851227920283
-0.43187075113557205,4,-0.20167454876023772,-0.33798533096685573,-0.23774207774515826,1.6843322856265612,1.4570534250429787
-1.430413487844163,0,-0.16228747051621276,-0.3173707858105031,-0.105165099587377,-0.22292898651932994,-0.2600433311162927
0.07887811993951178,0,-0.3279202359475294,-0.10993121255445935,0.03312533901163181,-0.19796011977387998,-0.24632206194776066
-1.1836471793472123,1,0.702415626932414,0.19937313360285766,-0.23774207774515826,-0.22292898651932994,0.07063024412940835
2.288297393691279,4,0.5789443161868992,0.13656229494763594,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.5581232810642445,3,-0.34901893466918243,-0.07372180812200453,0.056146255445813344,-0.22292898651932994,-0.2600433311162927
-0.012941901826795424,1,-0.32859177190289174,-0.33798533096685573,-0.23774207774515826,-0.0030001511109107415,-0.05961374936541597
-0.20805944808019824,1,-0.11290656399517808,-0.21538775519928213,-0.23774207774515826,-0.22292898651932994,-0.1846006213266902
-0.17936569127822724,3,-0.3391836850554998,-0.3245106485577437,-0.23102173601837614,-0.22292898651932994,-0.2600433311162927
0.3658156879592218,1,-0.28682108870316975,-0.33798533096685573,-0.23774207774515826,-0.03684161277045396,-0.07615945460576128
-0.7532408273176473,0,-0.3262861842574946,2.5317471329222148,2.999769512897018,-0.14889763559507488,-0.20388877687317603
0.2051306498681842,1,-0.32450504775871053,-0.33798533096685573,-0.23774207774515826,-0.2109056051293702,-0.24031586590514567
-1.5222335096104702,3,-0.35292090912587926,-0.2522296593524448,-0.14202921803190646,-0.22292898651932994,-0.2600433311162927
1.6455572413271284,1,0.3433930830602709,0.016735507577982662,-0.23774207774515826,-0.22292898651932994,-0.04175923282875662
-1.5337110123312585,4,-0.23349544171487596,-0.33798533096685573,-0.23774207774515826,-0.07318146981318471,-0.0912748268950767
0.228085655309761,1,-0.19922976283854552,-0.3275038425519857,-0.23774207774515826,-0.19852975701938355,-0.19026663433352772
-0.47778076201872566,0,-0.1447835889694761,0.016655082910971123,0.27982951978968623,-0.10389908105683796,-0.22131926022810028
-1.4074584824025862,3,-0.34445162128427936,-0.30620305291890443,-0.20745994575130788,-0.22292898651932994,-0.2600433311162927
0.543716980131442,1,-0.27778832149024746,-0.33798533096685573,-0.23774207774515826,-0.16512029647764304,-0.18561524648308422
1.0429883484857374,1,-0.259785748860307,-0.2901063657548053,-0.23774207774515826,-0.22292898651932994,-0.2305801149400836
0.5322394774106536,0,-0.3257562014487467,1.8817821451683223,2.270381426786289,-0.20315650473835745,-0.25154793826472854
1.5020884573172735,1,-0.283600513259793,-0.33798533096685573,-0.23774207774515826,1.0724617919866395,0.8958315578160196
0.07887811993951178,1,-0.2248333154345565,-0.3366314250359791,-0.23774207774515826,-0.2123159899209031,-0.21034885456042277
0.5035457206086826,3,-0.3518162205418769,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.35152823209005324,4,-0.34861349905989575,-0.3352937493842885,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.658492007339326,4,-0.0533881951540323,-0.18511028718075306,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.15067193447625624,4,-0.12801349414667978,-0.33798533096685573,-0.23774207774515826,1.182536108395625,1.0408859779643784
0.6183207478165667,3,-0.3308743522695741,-0.2918990467143833,-0.19915546256374786,-0.22292898651932994,-0.2600433311162927
0.4461582070047406,4,3.894993599599618,1.8234629624435155,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
1.915278555265656,1,1.1734829266873572,0.43900881886453336,-0.23774207774515826,-0.21854770082066508,0.22192952141722716
0.6929245155016912,4,-0.3403082889278254,-0.33106882287744704,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.34005072936926484,1,-0.3336027206771081,-0.33798533096685573,-0.23774207774515826,0.3916190765275379,0.28423122130294376
0.5035457206086826,3,-0.3453534452919425,-0.30369434487051533,-0.20412847751661883,-0.22292898651932994,-0.2600433311162927
-0.7015920650740994,1,-0.1727130163208368,-0.33798533096685573,-0.23774207774515826,-0.15412900990889652,-0.14310139690096296
2.0472698365547224,4,-0.1382055555376279,-0.22825755358659985,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.6699695100601144,3,-0.34597651397175905,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-1.1434759198244528,1,-0.15441430407108075,-0.23650307299342088,-0.23774207774515826,-0.22292898651932994,-0.19759432680972944
0.5494557314918362,3,-0.35028580271544874,-0.335936761786342,-0.23750889892328936,-0.22292898651932994,-0.2600433311162927
1.5078272086776676,0,-0.24014545850953017,-0.33383866221385705,-0.16811818823291613,0.19593773190323346,0.07098284683757664
0.256779412111732,3,-0.3441834269953437,-0.3144691795704086,-0.21689317671674524,-0.22292898651932994,-0.2600433311162927
1.1979346352163809,4,-0.28612267069632363,-0.3035041675447836,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-1.4935397528084993,1,0.7539045598731147,0.22556596366144166,-0.23774207774515826,-0.22292898651932994,0.08674849169104396
-0.7302858218760705,3,-0.34749053250737666,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.3830319420404044,0,-0.2674583012284354,0.023793309688545244,0.21778295288468202,0.2609342859870149,0.13642498606423148
0.06740061721872338,4,0.25957674478113874,-0.33798533096685573,-0.23774207774515826,0.7649604171775064,0.7967107671176381
1.284015905622294,4,0.9471613631575478,0.323877237890491,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.2510406607513378,1,-0.31092192092254634,-0.33798533096685573,-0.23774207774515826,-0.11756722315462018,-0.15436387315765665
-0.5868170378662155,1,-0.2764862934688544,-0.33798533096685573,-0.23774207774515826,0.06360288955978781,-0.01153032812596007
2.3342074045744328,3,-0.3459125019428315,-0.3218314014564144,-0.22417097419611723,-0.22292898651932994,-0.2600433311162927
-0.6843758109929169,0,-0.3226384640402259,-0.3312536310370117,-0.21232839886632052,0.3434002094040096,0.2258818810149287
0.4404194556443464,4,0.5578343975845006,0.1258235113115491,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.15067193447625624,3,-0.3416565532949881,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.7532408273176473,0,-0.3072268488946199,-0.30317236103981215,-0.17200095407297653,-0.22292898651932994,-0.2600433311162927
0.6757082614205087,4,-0.22588435080976146,-0.27286045469836484,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-1.2467734443115486,4,-0.1098210446046817,-0.21381812692341912,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.2625181634721262,1,-0.2953088958711862,-0.2718151696333934,-0.19691973846131713,-0.19012526538212093,-0.21298700575656052
-1.3959809796817977,4,-0.27389855191545465,-0.33798533096685573,-0.23774207774515826,-0.004568799835645273,-0.04386547612540299
-0.04163565862876643,1,-0.21122573317227913,-0.3376534912779154,-0.23774207774515826,-0.06427104636864635,-0.07650408111525171
-0.5810782865058213,3,-0.35269795965836837,-0.3198320739673426,-0.2180511840761432,-0.22292898651932994,-0.2600433311162927
-1.401719731042192,3,-0.3400604143647747,-0.3348879393102865,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
2.058747339275511,4,2.541693482507664,1.1350284200909857,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.2166081525889726,4,-0.24316195606388247,-0.33798533096685573,-0.23774207774515826,0.012994561089495213,-0.018870238112834996
2.1563061124022123,4,6.169281965602569,3.6908432825567097,0.5598323709867757,-0.22292898651932994,-0.2600433311162927
1.7316385117330415,4,-0.16586493601509264,-0.24232810061476073,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.012941901826795424,4,-0.2873426109390533,-0.3289526546338993,-0.23774207774515826,-0.22292898651932994,-0.2392065963922944
1.5824309763627924,1,0.23131139941880777,-0.040281337103608934,-0.23774207774515826,-0.09854469344780574,0.03202903038849075
0.11331062810187699,0,-0.13699107520198195,-0.30271939986440854,-0.07426960420917209,-0.20341367808909108,-0.2600433311162927
0.10183312538108859,3,-0.34412435954176795,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-0.8507996004443487,1,-0.06444582468218815,-0.26981090768814703,-0.23774207774515826,0.5533012601292095,0.5100107021484092
2.5580187076298064,1,-0.21043729519201002,-0.26500241454112883,-0.23774207774515826,-0.22292898651932994,-0.21513192932851571
-0.2711857130445344,1,-0.30625805133136735,-0.33798533096685573,-0.23774207774515826,-0.1684894526072408,-0.19747654820984628
1.5996472304439748,1,2.2351249770159267,0.9790745809444822,-0.23774207774515826,-0.12504051471533129,0.6361167270842859
0.3945094447611928,0,-0.29301803105767427,-0.2873701550524725,-0.14614566935325604,-0.21887433962453057,-0.2600433311162927
0.6642307586997203,0,-0.17885275032991235,0.6061737457579958,0.9222023784576688,0.7482136066033428,0.5352074341323395
2.6096674698733544,4,0.5023905871447509,0.09761880358685751,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-1.4131972337629803,0,-0.30572860994709716,0.18762843104409843,0.37985792562383247,0.03559984572889799,-0.04883194220196039
0.46911321244631743,1,-0.32208802451867685,-0.321800029332222,-0.23774207774515826,-0.22292898651932994,-0.2500834032267413
-0.29414071848611123,3,-0.3485031397910283,-0.3277421034486449,-0.22932716143116377,-0.22292898651932994,-0.2600433311162927
-1.5279722609708644,3,-0.352331865386742,-0.33798533096685573,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
0.6814470127809028,3,-0.34626065745163803,-0.33165947097658577,-0.23500573688113094,-0.22292898651932994,-0.2600433311162927
0.11331062810187699,2,-0.35073787258488054,-0.33406364952295864,-0.23514784739764302,-0.17737682666042562,-0.21917983586327244
0.5035457206086826,1,-0.23024385504297368,-0.33798533096685573,-0.23774207774515826,0.0949261842175482,0.05688913860809683
-0.8680158545255313,1,-0.18825414281081526,-0.31162232687898933,-0.23774207774515826,0.7344881536403793,0.6298478290367269
2.6211449725941427,1,-0.18537445604650643,-0.25225274875800124,-0.23774207774515826,-0.2170554346994028,-0.20214501362033666
-0.7302858218760705,3,-0.3340507266013629,-0.2976181909277761,-0.20376207334527713,-0.22292898651932994,-0.2600433311162927
0.2395631580305494,0,-0.26874615436560756,1.1388133105783078,1.4688376479621665,0.14200031778369618,0.0327242114424849
-1.4820622500877108,1,-0.030270798528369173,-0.17335028349393675,-0.23774207774515826,-0.11426788708417514,-0.06362008001561525
-0.5409070269830619,3,-0.3471488740923041,-0.3361595489983059,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
1.6972060035706764,4,0.16910077453048086,-0.0719283772047295,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
-1.4246747364837689,1,-0.24907900153290632,-0.33798533096685573,-0.23774207774515826,2.7991793746185794,2.4180490678880098
-1.5796210232144121,2,-0.3512053567439643,-0.23755139439154613,-0.1265302567615506,-0.1594760021160471,-0.20855098343856973
0.08461687129990599,1,-0.14760532374509727,-0.31132234380018725,-0.23774207774515826,0.531598340497823,0.46498145233147226
1.0028170889629782,1,-0.31603155898501756,-0.3187190571034615,-0.23774207774515826,-0.030934420037235552,-0.08013296971250089
0.6814470127809028,4,-0.0010561468839877508,-0.15848855764261052,-0.23774207774515826,-0.22292898651932994,-0.2600433311162927
